name,amenity,healthcare,speciality,addr:full,addr:city,latitude,longitude,capacity
Klinik Desa Serom 3,other,,general,Unknown,Unknown,2.1626309,102.5860478,0.0
Caring Medical specialist,clinic,clinic,general,Unknown,Unknown,2.2511027,102.2413173,0.0
poliklinik keluarga,clinic,clinic,general,Unknown,Unknown,2.059495,102.5585166,0.0
Klinik Elizabeth,hospital,hospital,general,Unknown,Unknown,2.2183764,102.6631907,0.0
Klinik Malaya,clinic,clinic,general,Unknown,Unknown,2.2107739,102.6535969,0.0
Farmasi Damai,pharmacy,pharmacy,general,Unknown,Unknown,3.198117,101.594185,0.0
Klinik Idzham,clinic,clinic,general,Unknown,Unknown,3.1979764,101.5941325,0.0
Health Lane,pharmacy,pharmacy,general,Unknown,Unknown,3.1522213,101.6973703,0.0
Signature Dental Clinic,clinic,clinic,general,Unknown,Petaling Jaya,3.1513945,101.5925402,0.0
Poliklinik Famili Medic,clinic,clinic,general,Unknown,Unknown,3.0837912,101.6822745,0.0
Klinik Kanak - Kanak Pauline,clinic,clinic,general,Unknown,Unknown,3.0730442,101.6725997,0.0
The Doctors Clinic,clinic,clinic,general,Unknown,Unknown,3.0524116,101.6880418,0.0
Klinik ICON Bukit Jalil,clinic,clinic,general,Unknown,Unknown,3.0519919,101.6791862,0.0
Klinik Chin,clinic,clinic,general,Unknown,Unknown,3.0672847,101.6900537,0.0
Yuen Clinic,clinic,clinic,general,Unknown,Unknown,3.0703308,101.6931194,0.0
Klinik Mycare,clinic,clinic,general,Unknown,Unknown,3.0712883,101.6919888,0.0
Poliklinik Plaza Damansara,clinic,clinic,general,Unknown,Unknown,3.1496979,101.6522079,0.0
Prema Nathan Dental Surgery,other,dentist,general,Unknown,Unknown,3.1402399,101.6283741,0.0
BeauLife Clinic,clinic,clinic,general,Unknown,Unknown,3.0589666,101.673497,0.0
Klinik Kuchai Avenue,clinic,clinic,general,Unknown,Unknown,3.0868728,101.6913471,0.0
Farmasi Beyond Pharmacy,pharmacy,,general,Unknown,Unknown,1.5148434,103.6694913,0.0
My Pharmacy,pharmacy,,general,Unknown,Johor Bahru,1.5412044,103.6831748,0.0
Klinik Famili,clinic,clinic,general,Unknown,Unknown,1.5449014,103.7109523,0.0
Farmasi IJ,pharmacy,pharmacy,general,Unknown,Unknown,1.5457241,103.7120816,0.0
Farmasi The Family Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.5455018,103.7117068,0.0
Klinik Lai,clinic,clinic,general,Unknown,Unknown,1.5454996,103.7132015,0.0
Pusat Perubatan Teen Yi,clinic,clinic,general,Unknown,Unknown,1.5144741,103.6682325,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,1.5155472,103.6352951,0.0
Klinik Desa Felcra Sungai Ara,clinic,clinic,general,Unknown,johor,2.0095769,103.8658333,0.0
Klinik Baba,clinic,clinic,general,Unknown,Puchong,3.0664694,101.6498931,0.0
Klinik HP Kwok,clinic,clinic,general,Unknown,Kuala Lumpur,3.0739944,101.6535972,0.0
Clinic grace,clinic,clinic,general,Unknown,Unknown,2.4308053,103.8366182,0.0
Klinik ilIshsan,other,doctor,general,Unknown,Unknown,2.4312819,103.835946,0.0
Klinik Dr Karim,other,doctor,general,Unknown,Kajang,2.9927542,101.790524,0.0
Klinik Kanak-Kanak Kwan,other,doctor,general,Unknown,Kajang,2.9921287,101.7902259,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Cheras,3.0363242,101.7661395,0.0
Poliklinik Lourdes,clinic,clinic,general,Unknown,Unknown,3.0643589,101.5392495,0.0
Klinik Kesihatan Felda Bkt Besar,clinic,clinic,general,Unknown,Unknown,1.7681739,103.7065981,0.0
Klinik Pergigian Puchong,other,dentist,general,Unknown,Puchong,3.0612967,101.6451033,0.0
Klinik 1 Malaysia,other,doctor,general,Unknown,Puchong,3.0620302,101.6425653,0.0
Farmasi Materia Medica,pharmacy,pharmacy,general,Unknown,Unknown,2.9617293,101.7568757,0.0
Big Pharmacy,pharmacy,pharmacy,general,Unknown,Petaling Jaya,3.0866533,101.6464682,0.0
CY Child Specialist Clinic,clinic,clinic,general,Unknown,Unknown,3.0578788,101.6738407,0.0
Klinik Familycare,clinic,clinic,general,Unknown,Unknown,3.0600957,101.673408,0.0
Klinik Pergigian Dr Goh,other,dentist,general,Unknown,Puchong,3.0664108,101.6500291,0.0
Klinik Chang,clinic,clinic,general,Unknown,Kuala Lumpur,3.0729813,101.6529617,0.0
Klinik Famili,clinic,clinic,general,Unknown,Puchong,3.058825,101.6406948,0.0
Klinik Chakara,clinic,clinic,general,Unknown,Puchong,3.0604113,101.6408063,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Puchong,3.0634026,101.6478456,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Puchong,3.0642019,101.6485751,0.0
Klinik Walia,clinic,clinic,general,Unknown,Puchong,3.0654471,101.6376685,0.0
Klinik Leow,clinic,clinic,general,Unknown,Puchong,3.0626719,101.6472112,0.0
湘杏中医妇幼门诊,clinic,,general,Unknown,Unknown,1.5682527,103.7762795,0.0
Klinik Dr Ko,clinic,clinic,general,Unknown,Unknown,1.6412383,103.6195897,0.0
Poliklinik Perdana,clinic,clinic,general,Unknown,Unknown,3.0673276,101.6579012,0.0
Cosway Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0860391,101.6467765,0.0
Klinik Pakar Wanita Good Hope,clinic,clinic,general,Unknown,Petaling Jaya,3.0862488,101.647828,0.0
Klinik Pergigian Drs Wong & Partners,other,dentist,general,Unknown,Unknown,3.0833652,101.675377,0.0
Neoh & Chiew Dental Surgery (OUG),other,dentist,general,Unknown,Unknown,3.074426,101.6731304,0.0
Baby Care,other,midwife,general,Unknown,Unknown,1.4260418,103.6317435,0.0
Pharmasave Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0836564,101.6751317,0.0
Klinik Kesihatan Sijangkang,clinic,clinic,general,Unknown,Teluk Panglima Garang,2.9414987,101.4562808,0.0
Klinik Pritam,clinic,clinic,general,Unknown,Unknown,3.0509556,101.4474438,0.0
SMJ Medical Centre,hospital,hospital,general,Unknown,Unknown,3.0342092,101.4384398,0.0
BP LAB,clinic,clinic,general,Unknown,Unknown,3.0270485,101.4285123,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1171676,101.6352079,0.0
H - II Clinic Kepong,clinic,clinic,general,Unknown,Unknown,3.2139257,101.6408045,0.0
Sia Orthodontic Dental Specialist Clinic,clinic,clinic,general,Unknown,Unknown,3.2150168,101.6414023,0.0
Klinik Pergigian Saidah,other,dentist,general,Unknown,Petaling Jaya,3.1113405,101.6338496,0.0
Klinik Mediprime,clinic,clinic,general,Unknown,Petaling Jaya,3.1112241,101.6343804,0.0
Cheong & Chai Dental Surgery,other,dentist,general,Unknown,Petaling Jaya,3.1094235,101.6365851,0.0
Poliklinik Ludher,clinic,clinic,general,Unknown,Petaling Jaya,3.1103061,101.6356824,0.0
Paul Dental Centre,other,dentist,general,Unknown,Petaling Jaya,3.1111953,101.6343552,0.0
Klinik Fatimah,clinic,clinic,general,Unknown,Petaling Jaya,3.0748249,101.6355485,0.0
Poliklinik PJCC,clinic,clinic,general,Unknown,Petaling Jaya,3.078304,101.6250689,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1186281,101.6202688,0.0
Klinik & Surgeri Muthu,other,doctor,general,Unknown,Petaling Jaya,3.0999352,101.6395348,0.0
Drs. Wong & Partners,other,dentist,general,Unknown,Unknown,3.2001641,101.6323204,0.0
Big Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.2004213,101.6327315,0.0
Klinik Prima Impian,clinic,clinic,general,Unknown,Shah Alam,3.0161146,101.5141147,0.0
Klinik Baharudin,clinic,clinic,general,Unknown,Unknown,3.0473734,101.527239,0.0
Klinik Aw,other,doctor,general,Unknown,Unknown,3.202554,101.6181303,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.2002488,101.6324823,0.0
DHDC,other,dentist,general,Unknown,Unknown,3.1555075,101.6560068,0.0
Sinar Permata Solution,other,optometrist,general,Unknown,Sibu,2.2665214,111.8607077,0.0
Sin Hui Hong Foot Reflexology,other,alternative,general,Unknown,Kuching,1.5550595,110.353517,0.0
Poliklinik Kumpulan City (Kota Kemuning),clinic,clinic,general,Unknown,Unknown,3.0049328,101.5371779,0.0
Poliklinik Kota Kemuning,clinic,clinic,general,Unknown,Unknown,3.0051444,101.5355314,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.0698788,101.6908536,0.0
EE Clinic,clinic,clinic,general,Unknown,Unknown,3.0703323,101.6918349,0.0
Klinik Ong & Cheong,clinic,clinic,general,Unknown,Unknown,3.0669808,101.6920498,0.0
POLIKLINIK YUSNILA,clinic,clinic,general,Unknown,Unknown,1.4352563,103.9023837,0.0
Pinnacle Family Clinic,clinic,clinic,general,Unknown,Unknown,1.4167142,103.9017682,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,3.0835624,101.7019016,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.0828352,101.7025873,0.0
Clinic RX Sri Petaling,clinic,clinic,general,Unknown,Unknown,3.070116,101.6939391,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Port Dickson,2.5209817,101.8014083,0.0
Klinik Diagnostik Gasing MediAssist4U,clinic,clinic,general,Unknown,Petaling Jaya,3.0951752,101.6513457,0.0
Klinik Komuniti PPR Intan Baiduri,clinic,clinic,general,Unknown,Unknown,3.2324483,101.6530059,0.0
Pusat Haemodialisis Zakat,clinic,clinic,general,Unknown,Unknown,5.4838836,100.4907053,0.0
Klinik Pergigian Amim,other,,general,Unknown,Unknown,1.4938801,103.8738804,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,1.5407461,110.355977,0.0
Eye Specialist Centre,clinic,clinic,general,Unknown,Unknown,1.5410598,110.3561057,0.0
Yong Dental Surgery,other,dentist,general,Unknown,Unknown,1.5558781,110.3533264,0.0
City Center Dental Clinic,other,dentist,general,Unknown,Unknown,1.5560265,110.3534392,0.0
Klinik Wee,other,doctor,general,Unknown,Unknown,6.1284039,102.2404507,0.0
Klinik Gigi Dr. Choong,other,dentist,general,Unknown,Unknown,6.1284509,102.2404682,0.0
Asia Eye,clinic,clinic,general,Unknown,Unknown,1.53513,110.3404866,0.0
C.K.Goh Dental Surgery,other,dentist,general,Unknown,Unknown,1.5247233,110.3418433,0.0
Caring,pharmacy,pharmacy,general,Unknown,Unknown,1.417474,103.6568451,0.0
klinik 1malaysia taman cendana,clinic,clinic,general,Unknown,Unknown,1.4870392,103.9052279,0.0
Klinik Puvvan,clinic,,general,Unknown,Unknown,1.572855,103.7668093,0.0
Klinik Pergigian Calm,other,dentist,general,Unknown,Unknown,1.5414674,110.3559917,0.0
Klinik Pergigian ORION Dental Clinic,other,dentist,general;orthodontics,Unknown,Kuala Lumpur,3.1741793,101.6902292,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,6.1281735,102.241068,0.0
Kian Farmasi,pharmacy,pharmacy,general,Unknown,Kota Bharu,6.1283771,102.2405159,0.0
Chong Clinic,clinic,clinic,general,Unknown,Unknown,1.525087,110.341824,0.0
poliklinik not arasiah,clinic,clinic,general,Unknown,Unknown,1.6003344,103.8191465,0.0
Klinik Tan,clinic,clinic,general,Unknown,Unknown,1.5576991,103.7384354,0.0
Klinik Azreen,clinic,clinic,general,Unknown,Unknown,1.5707888,103.7447574,0.0
KLINIK PERGIGIAN CEMERLANG,hospital,hospital,general,Unknown,ULU TIRAM,1.559738,103.8093834,0.0
Chiropractic Specialty Center,other,alternative,chiropractic,Unknown,Unknown,3.1496501,101.6521698,0.0
BP Clinical Lab,other,laboratory,general,Unknown,Unknown,1.5559635,110.3534189,0.0
Lee Chiropractic,other,alternative,chiropractic,Unknown,Unknown,1.5416376,110.3559287,0.0
Ohana Chiropractor,other,alternative,chiropractic,Unknown,Unknown,1.5252567,110.3418169,0.0
Klinik Roswati,clinic,clinic,general,Unknown,Johor Bahru,1.5722497,103.7581318,0.0
Klinik Setia Indah,clinic,clinic,general,Unknown,Johor Bahru,1.572247,103.7580728,0.0
Klinik MX Clinic,clinic,,general,Unknown,Unknown,1.5645184,103.7781811,0.0
Watsons,pharmacy,,general,Unknown,Unknown,1.5461749,103.7651777,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,1.4612359,103.7639553,0.0
Klinik Taman Daya JB,clinic,clinic,general,Unknown,Unknown,1.5664414,103.758843,0.0
Klinik Dr. Z,clinic,clinic,general,Unknown,Unknown,1.5597327,103.7585868,0.0
Poliklinik Kathi,clinic,clinic,general,Unknown,Unknown,1.5451025,103.762809,0.0
Hospital Permai Johor Bahru,hospital,hospital,general,Unknown,Unknown,1.5223941,103.7043969,0.0
Klinik 1Malaysia,clinic,clinic,general,Unknown,Unknown,1.495741,103.7908108,0.0
Klinik MM Care,clinic,,general,Unknown,Unknown,1.4614,103.5840516,0.0
Poliklinik Abreza,clinic,clinic,general,Unknown,Unknown,1.4807596,103.6846417,0.0
The Eye Specialist Southkey (眼科专家 Southkey),hospital,hospital,ophthalmology,Unknown,"Johor Bahru, Johor",1.4975955,103.7761565,0.0
Pharmex Pharma Sdn Bhd,pharmacy,pharmacy,general,Unknown,Unknown,1.4925276,103.7674003,0.0
Poliklinik Dan Surgeri,clinic,clinic,general,Unknown,Unknown,1.5069286,103.6868151,0.0
Poliklinik Bintang,clinic,clinic,general,Unknown,Unknown,1.5070938,103.6877614,0.0
Farmasi Caring,pharmacy,pharmacy,general,Unknown,Unknown,1.642277,103.6174573,0.0
klinik pergigian amim,other,dentist,general,Unknown,Unknown,1.5427505,103.6307105,0.0
Klinik Johor,other,doctor,general,Unknown,Unknown,1.4816748,103.6665878,0.0
caring,pharmacy,pharmacy,general,Unknown,Unknown,1.4814168,103.6651199,0.0
Poliklinik horizon family,clinic,clinic,general,Unknown,Unknown,1.4582228,103.6439869,0.0
klinik pergigian teoh,other,dentist,general,Unknown,Unknown,1.4506931,103.5924558,0.0
V-Smile,other,,general,Unknown,Unknown,1.4595865,103.5841963,0.0
Klinik Ar-Raudah Damai,clinic,clinic,general,Unknown,Unknown,1.6502302,103.6240773,0.0
Klinik Pergigian Dental Legacy,other,,general,Unknown,Unknown,1.556755,103.7372815,0.0
Klinik Raihan,clinic,clinic,general,Unknown,Unknown,1.5426348,103.7108526,0.0
Clinic Koh & Surgery,clinic,clinic,general,Unknown,Unknown,1.5000711,103.8159501,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,1.5190528,103.6600519,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,1.4957588,103.7431866,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,1.4993056,103.7000978,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,1.4956133,103.7062911,0.0
Helen Ngu Women Hospital,clinic,clinic,general,Unknown,Unknown,1.5227208,110.3386621,0.0
Ee Syn Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.5227655,110.3387942,0.0
Klinik Pergigian D. Dentist,other,dentist,general,Unknown,Unknown,1.522797,110.338903,0.0
J.O.Y. Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.5228345,110.3390229,0.0
Alpro Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,1.5229809,110.339464,0.0
Klinik Perwira,clinic,clinic,general,Unknown,Unknown,3.2109854,101.5647612,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.2110217,101.5656599,0.0
Klinik Pergigian Sharifah,other,dentist,general,Unknown,Unknown,3.210227,101.5661463,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.2092447,101.5638654,0.0
Putra Medical Center,hospital,hospital,general,Unknown,Unknown,3.2094294,101.5621032,0.0
Poliklinik dan Pusat Rawatan Mutiara,other,doctor,general,Unknown,Unknown,3.2104198,101.5605624,0.0
Klinik Pergigian LJ Lee,other,dentist,general,Unknown,Unknown,3.1976896,101.5682801,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1185252,101.5766333,0.0
Poliklinik Alia,clinic,clinic,general,Unknown,Shah Alam,3.0817728,101.5273434,0.0
Klinik Mesra,clinic,clinic,general,Unknown,Unknown,3.083099,101.5399263,0.0
Farmasi GG,pharmacy,,general,Unknown,Shah Alam,3.1285821,101.5190152,0.0
Klinik Milenia,other,doctor,general,Unknown,Unknown,3.2102484,101.5608843,0.0
Klinik Kanak-Kanak Serena,other,doctor,general,Unknown,Unknown,3.211175,101.5606215,0.0
Poliklinik Lourdes,clinic,clinic,general,Unknown,Unknown,3.0672474,101.5616976,0.0
1M Clinic,clinic,clinic,general,Unknown,Unknown,3.1682788,101.5326197,0.0
Farmasi Evercare,pharmacy,pharmacy,general,Unknown,Unknown,3.2105026,101.5648857,0.0
Farmasi Alychem,pharmacy,pharmacy,general,Unknown,Unknown,3.2108936,101.5658614,0.0
Klinik Syifa',clinic,clinic,general,Unknown,Unknown,3.1760453,101.5463357,0.0
Klinik As Syakirin,clinic,clinic,general,Unknown,Unknown,3.1445762,101.4813191,0.0
Poliklinik An Nisa,hospital,,general,Unknown,Shah Alam,3.144605,101.4804334,0.0
Klinik Nurzawati,clinic,clinic,general,Unknown,Shah Alam,3.1442756,101.4819676,0.0
Klinik Ahmad Shah,clinic,clinic,general,Unknown,Unknown,3.0374837,101.5512356,0.0
Eden,pharmacy,pharmacy,general,Unknown,Unknown,3.0995342,101.4441344,0.0
I-Teeth Setia Dental Clinic,other,dentist,dentist,Unknown,Shah Alam,3.0987527,101.4616983,0.0
Klinik Guan,clinic,clinic,general,Unknown,Unknown,3.0652642,101.451907,0.0
Lozex Medical Laboratory,other,laboratory,general,Unknown,Unknown,3.0042374,101.5351465,0.0
Poliklinik Jaya TPG,clinic,clinic,general,Unknown,Teluk Panglima Garang,2.9142971,101.4747043,0.0
Klinik Utara,clinic,clinic,general,Unknown,Teluk Panglima Garang,2.9259291,101.4753433,0.0
Klinik Kesihatan Kebun Baru,clinic,clinic,general,Unknown,Teluk Panglima Garang,2.9122373,101.4877286,0.0
Klinik Pergigian Qisya,other,dentist,general,Unknown,Puncak Alam,3.2454272,101.4263143,0.0
Klinik Pergigian Avisienna,other,dentist,general,Unknown,Unknown,3.2356987,101.4283375,0.0
Dr. Halid,other,dentist,general,Unknown,Unknown,3.2326961,101.4529348,0.0
Klinik Ajwa,clinic,clinic,general,Unknown,Unknown,3.2329215,101.4503882,0.0
Klinik Fiza,clinic,clinic,general,Unknown,Unknown,3.2068245,101.4736292,0.0
Klinik Nur Raisha,clinic,clinic,general,Unknown,Unknown,3.2347629,101.4277106,0.0
Klinik Usrah Medic,clinic,clinic,general,Unknown,Puncak Alam,3.2351258,101.4276629,0.0
Klinik Pergigian Bestari,other,dentist,general,Unknown,Unknown,3.2346346,101.4278254,0.0
klinik anda,clinic,clinic,general,Unknown,Unknown,3.3204019,101.2682444,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1103715,101.5866801,0.0
umra,hospital,hospital,general,Unknown,Unknown,3.0828727,101.5398691,0.0
UNI Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0459949,101.5863705,0.0
TGGD Medical & Dental Clinic,other,dentist,general,Unknown,Unknown,3.1074109,101.4589037,0.0
Pusat Rawatan DarusSyifa,other,alternative,general,Unknown,Teluk Panglima Garang,2.9259997,101.4746431,0.0
London Children's Clinic,hospital,hospital,general,Unknown,Unknown,3.1846292,101.6077901,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1884457,101.6053093,0.0
Clinic Aman Putra,clinic,clinic,general,Unknown,Unknown,3.1944848,101.6068278,0.0
Klinik San & Surgeri,clinic,clinic,general,Unknown,Unknown,3.1504941,101.593717,0.0
Primer Cherang Clinic Kota Damansara 24H,clinic,clinic,general,Unknown,Petaling Jaya,3.1571081,101.5713975,0.0
Poliklinik An-Nisa',clinic,clinic,general,Unknown,Puncak Alam,3.2294775,101.4262624,0.0
Klinik Alam Medic Subang Perdana,clinic,clinic,general,Unknown,Shah Alam,3.1503963,101.5431101,0.0
PhytoScience,pharmacy,,general,Unknown,Unknown,3.0977051,101.5359379,0.0
Klinik Pakar Mata Vista,clinic,clinic,ophthalmology,Unknown,Unknown,2.9967338,101.4452809,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1126652,101.6050502,0.0
Farmasi Dama Sdn. Bhd.,pharmacy,pharmacy,general,Unknown,Unknown,2.3512189,102.1082598,0.0
Klinik Rakyat,clinic,clinic,general,Unknown,Unknown,2.9453277,102.2560415,0.0
Wong Dental Specialist Clinic,other,dentist,general,Unknown,Unknown,3.158044,101.6974501,0.0
Klinik Pemmi Dhillon,clinic,clinic,general,Unknown,Unknown,3.1590691,101.6978362,0.0
Brickfields Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.1326876,101.6895624,0.0
D'Apotic Pharmacy,pharmacy,pharmacy,general,Unknown,Shah Alam,3.0819788,101.5272,0.0
Klinik Rohana,clinic,clinic,general,Unknown,Shah Alam,3.0817129,101.5273818,0.0
Klinik Dr Noraini,clinic,clinic,general,Unknown,Shah Alam,3.0907785,101.5089859,0.0
Klinik Sandhu,clinic,clinic,general,Unknown,Tapah,4.1977969,101.2601413,0.0
UMMC Main Lobby,hospital,hospital,general,Unknown,Unknown,3.1125345,101.6526796,0.0
Farmasi Bagan (BW) Sdn. Bhd.,pharmacy,pharmacy,general,Unknown,Unknown,5.4100822,100.372174,0.0
Farmasi Wan,pharmacy,pharmacy,general,Unknown,Unknown,5.3463829,115.7432756,0.0
Pusat Fisioterapi Liew,clinic,clinic,general,Unknown,Unknown,2.985922,101.7803436,0.0
Prof Muhaya Eye & Lasik Centre,clinic,clinic,general,Unknown,Kajang,2.9853933,101.780474,0.0
Klinik Pakar Lim,clinic,clinic,gynaecology,Unknown,Unknown,2.505997,102.8160664,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1491127,101.7122237,0.0
Klinik KL Trader Center,clinic,clinic,general,Unknown,Unknown,3.2043277,101.7030602,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,3.2030662,101.7034196,0.0
Farmasi Tip Top,pharmacy,pharmacy,general,Unknown,Kuala Lumpur,3.1954553,101.7113707,0.0
Pathlab,pharmacy,pharmacy,general,Unknown,Unknown,2.5092098,102.8162564,0.0
Klinik Kesihatan Gombak Setia,clinic,clinic,general,Unknown,Unknown,3.2180696,101.714617,0.0
Klinik Setia,clinic,clinic,general,Unknown,Unknown,3.2130401,101.7119688,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.2352554,101.6936071,0.0
Klinik Pergigian Institut Pediatrik,other,dentist,general,Unknown,Unknown,3.1689307,101.7023194,0.0
Blok Kejuruteraan,hospital,hospital,general,Unknown,Unknown,3.1727457,101.7033458,0.0
Guardian,pharmacy,pharmacy,general,Unknown,Unknown,3.1661748,101.6918049,0.0
Bekam Ibnu Bakar,other,alternative,cupping_therpy;massage,Unknown,Port Dickson,2.5124757,101.8356327,0.0
Farmasi Pandu Lalu Klinik Kesihatan Segamat,other,pharmacy,general,Unknown,Unknown,2.5041788,102.8145982,0.0
Jabatan Patologi,hospital,hospital,general,Unknown,Kuala Lumpur,3.1720004,101.7009086,0.0
Emergency & Trauma,hospital,hospital,general,Unknown,Unknown,3.1719281,101.7013108,0.0
National Blood Bank Malaysia,hospital,hospital,general,Unknown,Unknown,3.1732673,101.7063959,0.0
Klinik Pergigian Khir,other,dentist,general,Unknown,Kajang,2.9920992,101.7902247,0.0
Klinik Pergigian Lee,other,dentist,general,Unknown,Kajang,2.990343,101.7912494,0.0
Klinik Ng,other,doctor,general,Unknown,Kajang,2.9922596,101.7884608,0.0
Klinik Ng & Surgeri,other,doctor,general,Unknown,Kajang,2.9900443,101.7764298,0.0
Klinik Lim & Chai,other,doctor,general,Unknown,Kajang,2.9900334,101.7763675,0.0
Tiew Dental,other,dentist,general,Unknown,Kajang,2.9900539,101.7762401,0.0
Klinik Desa Sungai Ramal,clinic,clinic,general,Unknown,Kajang,2.9905101,101.7672725,0.0
"Poliklinik Pakar Kanak-Kanak Dr Saiful & Pakar Telinga, Hidung & Tekak Dr Esa",other,doctor,general,Unknown,Kajang,2.9899677,101.776074,0.0
White Smile,other,dentist,general,Unknown,Unknown,3.1424987,101.7105301,0.0
Kelinik Peh,other,doctor,general,Unknown,Port Dickson,2.5224942,101.796261,0.0
Klinik Pergigian Tings,other,dentist,general,Unknown,Port Dickson,2.5235675,101.7957155,0.0
Klinik Pergigian PD,other,dentist,general,Unknown,Port Dickson,2.5244736,101.7962173,0.0
Klinik Idzham,clinic,clinic,general,Unknown,Unknown,3.2023061,101.7211743,0.0
Klinik Murni,clinic,clinic,general,Unknown,Unknown,3.201801,101.7206761,0.0
Klinik Pertama Wagsa Maju,clinic,clinic,general,Unknown,Unknown,3.2012643,101.7322359,0.0
Klinik Keluarga,clinic,clinic,general,Unknown,Unknown,3.2014056,101.732174,0.0
Kedai Ubat Poh Thai,pharmacy,pharmacy,general,Unknown,Unknown,3.4839977,102.348997,0.0
Farmasi Kaisar,pharmacy,pharmacy,general,Unknown,Petaling Jaya,3.0797802,101.636991,0.0
Klinik Poovan,clinic,clinic,general,Unknown,Unknown,3.1526266,101.696475,0.0
Klinik Pergigian Dentcare,clinic,clinic,dentist,Unknown,Unknown,3.0580262,101.7485804,0.0
Klinik Alam Damai,clinic,clinic,general,Unknown,Unknown,3.0617768,101.7440464,0.0
Klinik Suhaimi,clinic,clinic,general,Unknown,Unknown,3.2012483,101.7443384,0.0
Klinik Seri Melawati,clinic,clinic,general,Unknown,Unknown,3.2107937,101.7513707,0.0
Klinik Pergigian Salwa,clinic,clinic,general,Unknown,Unknown,3.201333,101.7442648,0.0
Klinik Mutiara,clinic,clinic,general,Unknown,Unknown,3.1534653,101.7742351,0.0
Caring Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,3.0508933,101.6710506,0.0
Klinik Hashimee,clinic,clinic,electronic_homeopathy,Unknown,Unknown,3.1487007,101.7442401,0.0
Farmasi Bentong,pharmacy,pharmacy,general,Unknown,Unknown,3.524371,101.9069993,0.0
Watsons,pharmacy,pharmacy,general,Unknown,Unknown,3.1980376,113.0583455,0.0
Klinik Kesihatan Kuarters KLIA,clinic,clinic,general,Unknown,Nilai,2.766544,101.7648622,0.0
Klinik Marsya,clinic,clinic,general,Unknown,Unknown,2.7845415,101.7508763,0.0
Klinik Steven Ngo,clinic,clinic,general,Unknown,Unknown,4.0974697,113.9636342,0.0
Bestcare Pharmacy,pharmacy,pharmacy,general,Unknown,Unknown,4.0569624,113.8463487,0.0
Poliklinik UKM Kesihatan,clinic,clinic,general,Unknown,Sepang,2.8070806,101.6950565,0.0
Klinik Kesihatan Ibu dan Kanak-kanak Tuaran,clinic,clinic,gynaecology;paediatrics,Unknown,Unknown,6.174154,116.2300715,0.0
Prima Mediclinic,clinic,clinic,general,Unknown,Unknown,4.4483449,114.023303,0.0
Farmasi Sinma,pharmacy,pharmacy,general,Unknown,Dengkil,2.8620093,101.6771548,0.0
Klinik Mediviron,clinic,clinic,general,Unknown,Unknown,2.8560702,101.6702873,0.0
Klinik Pusrawi Dengkil,clinic,clinic,general;vaccination;internal;surgery,Unknown,Dengkil,2.8701887,101.6711944,0.0
Klinik Pergigian Dengkil Ria,other,dentist,general,Unknown,Dengkil,2.863618,101.6760584,0.0
Healthcare Family Wellness Centre,other,alternative,reflexology,Unknown,Kuala Lumpur,3.0814109,101.7380718,0.0
